entry_ts,exit_ts,side,side_opt,qty,strike,spot_at_entry,spot_at_exit,entry_premium,exit_premium,vix_at_entry,pnl_dollars,pnl_dollars_gross,pnl_bps_gross,pnl_bps_net,reason,hold_min,p_up,p_dn
2026-02-03 18:41:00+00:00,2026-02-03 20:55:00+00:00,long,call,1,684,684.25,687.55,8.97427707455455,10.600062967445126,18.0,152.79141926805778,162.57858928905762,1811.6065276169047,1702.5484949788204,eod_flat,134,0.6552845540153266,0.22183446247722297
2026-02-04 14:53:00+00:00,2026-02-04 20:55:00+00:00,short,put,1,687,687.19,684.23,8.493363761329704,9.488725208857488,18.639999389648438,90.54510026768486,99.53614475277845,1171.9284320067234,1066.0687898466897,eod_flat,362,0.2793694953624961,0.6583726106094197
2026-02-06 14:32:00+00:00,2026-02-06 20:55:00+00:00,long,call,1,681,681.3,689.65,10.50062652018488,14.798715988488198,20.3700008392334,417.15927557599514,429.8089468303317,4093.174307305658,3972.7084357691297,eod_flat,383,0.668554846104205,0.27351368757387234
2026-02-09 14:31:00+00:00,2026-02-09 20:55:00+00:00,long,call,1,687,687.0,692.51,8.968863214901774,11.550569730463565,17.360000610351562,247.91093508349644,258.1706515561791,2878.5214510488727,2764.128843793628,eod_flat,384,0.6698139486928143,0.23630352450429512
2026-02-11 14:31:00+00:00,2026-02-11 20:55:00+00:00,short,put,1,695,695.1,690.53,8.17697340884547,10.058611055722452,17.649999618530273,179.04597245541422,188.16376468769818,2301.141941884651,2189.6362321752276,eod_flat,384,0.2300213978965185,0.6782012447874457
2026-02-12 14:31:00+00:00,2026-02-12 20:55:00+00:00,short,put,1,692,692.3,679.66,9.602778057894795,16.31548187534878,20.81999969482422,658.3112517787768,671.2703817453985,6990.3769273676235,6855.425042730785,eod_flat,384,0.2031034064753045,0.7122677442024685
2026-02-13 14:31:00+00:00,2026-02-13 20:55:00+00:00,short,put,1,680,680.18,679.31,9.384484837000741,9.231186079185647,20.600000381469727,-24.637711239602567,-15.329875781509372,-163.35340775518546,-262.5366407164095,eod_flat,384,0.2558352735905466,0.6530976386662236
2026-02-17 14:45:00+00:00,2026-02-17 20:55:00+00:00,long,call,1,678,678.18,680.4,10.330954532736826,10.88095569534812,20.290000915527344,44.39416114708703,55.000116261129506,532.3817473675315,429.7198386306938,eod_flat,370,0.6626987611002705,0.27066277995759913
2026-02-20 14:37:00+00:00,2026-02-20 20:55:00+00:00,long,call,1,682,681.86,687.01,9.657626426331035,11.93523726952202,19.09000015258789,216.96465247117195,227.76108431909847,2358.354674996739,2246.5629016217554,eod_flat,378,0.6536219053856682,0.2747515028907575
2026-02-24 14:33:00+00:00,2026-02-24 20:55:00+00:00,long,call,1,679,679.0,685.56,9.916004085974464,13.063881411941054,19.549999237060547,303.2977898477012,314.787732596659,3174.5421831956032,3058.6694722796256,eod_flat,382,0.6668136815422289,0.23610423504677355
