name,n,win_pct,total_$,sharpe,max_dd_$,vs_winner
WINNER (naked),242,95.0413223140496,58211.0784349271,19.517326100010774,0.0,0.0
DEBIT  spread 1% width,226,54.86725663716814,2598.0514892792594,6.501966109783751,-383.6740556190721,-55613.02694564784
DEBIT  spread 2% width,225,90.66666666666666,10993.669989603708,15.141862146767597,-249.50465780893592,-47217.40844532339
DEBIT  spread 3% width,225,92.88888888888889,17261.658318427697,16.965466370872523,-162.94745056884494,-40949.4201164994
DEBIT  spread 5% width,225,92.88888888888889,23581.913887768693,16.770300015162224,-87.39454649749678,-34629.164547158405
CREDIT spread 1% width,237,65.40084388185655,3440.1747213446492,10.79250532614639,-320.2775597768996,-54770.90371358245
CREDIT spread 2% width,248,86.69354838709677,14639.02888734567,25.031137826281125,-144.2523186067665,-43572.049547581424
CREDIT spread 3% width,277,88.4476534296029,26827.188028836656,29.008681509804674,0.0,-31383.890406090442
CREDIT spread 5% width,309,87.70226537216828,41426.20003708615,29.526341343804525,0.0,-16784.87839784095
